name,title,description,datatype,required
quantity,Площа або кількість,"Площа орендованого майна у квадратних метрах або кількість штук відповідно до умов договору. Потрібно зазначити лише число без одиниць виміру («кв. м», «шт.»). Наприклад: 1145,6. Десяткові значення відділяються крапкою або комою. Потрібно дотримуватися одного розділювача для всієї таблиці.",decimal,true
valueAmount,Оцінка вартості,"Вартість орендованого майна у гривнях відповідно до останньої оцінки. Число вказується без зазначення валюти («грн», «UAH»). Наприклад: 98765,40. Десяткові значення відділяються крапкою або комою. Потрібно дотримуватися одного розділювача для всієї таблиці.",decimal,true
valuationDate,Дата оцінки,Дата останньої оцінки орендованого майна у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2012-01-23.,date,true
contractNumber,Номер договору,"Номер договору, відповідно до якого здійснюється оренда чи інше право користування (без знаку «№»). Наприклад: 123-45.",string,true
contractDateSigned,Дата підписання,Дата підписання договору у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-06-01.,date,true
contractURL,Посилання на договір,Посилання на оприлюднений договір в мережі Інтернет (URL). Адреса має розпочинатися з http:// або https://. Наприклад: https://example.gov.ua/example/.,anyURI,true
contractStatus,Статус договору,"Статус договору може мати одне з чотирьох значень: Чинний, Виконаний, Скасований, Розірваний. Наприклад: Чинний.",string,true
contractPurpose,Цільове призначення,"Цільове призначення використання орендарем нерухомого майна відповідно до додатку 2 Методики розрахунку орендної плати за державне майно та пропорції її розподілу, затвердженої Постановою КМУ від 04.10.1995 № 786 (http://zakon.rada.gov.ua/laws/show/786-95-%D0%BF). Наприклад: Розміщення кафе, барів, закусочних, кафетеріїв, які не здійснюють продаж товарів підакцизної групи.",string,true
contractRentalRate,Орендна ставка,Орендна ставка у відсотках (без знаку «%») вартості орендованого майна. Наприклад: 5. Десяткові значення відділяються крапкою або комою. Потрібно дотримуватися одного розділювача для всієї таблиці.,decimal,true
contractCustodianName,Назва власника,Повна назва юридичної особи (сторони договору) уповноваженої на управління майном. Наприклад: Комунальне підприємство «Регулювання орендних відносин».,string,true
contractCustodianID,Ідентифікатор власника,Код ЄДРПОУ юридичної особи (сторони договору) уповноваженої на управління майном. Наприклад: 01411082.,string,true
contractUserName,Назва користувача,"Повна назва юридичної особи або ім’я фізичної особи-підприємця (сторони договору), яка є користувачем (орендарем) об'єкта комунальної власності. Наприклад: ФОП Дорошенко Віктор Петрович.",string,true
contractUserID,Ідентифікатор користувача,Код ЄДРПОУ юридичної особи юридичної особи (сторони договору). У випадку ФОП дані про РНОКПП знеособлюються. Наприклад: 01411082.,string,true
contractPeriodStartDate,Початок оренди,Дата початку оренди у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-06-01.,date,true
contractPeriodEndDate,Завершення оренди,Дата завершення оренди у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-06-01.,date,true
contractPeriodMaxExtentDate,Кінцевий термін пролонгації,"Кінцевий термін, до якого може бути пролонговано договір. Дату необхідно зазначити у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-06-01. Якщо термін відсутній, вказати null.",date,false
contractSchedule,Графік використання,"Якщо договором передбачений графік використання об’єкта, вказати дні тижня та години. Дні тижня позначаються комбінаціями літер: Пн, Вт, Ср, Чт, Пт, Сб, Нд, години — цифрами у 24-годинному форматі — ГГ:ХХ. Для графіка з понеділка по п’ятницю, з 9:00 до 17:00 запис в таблиці матиме вигляд — Пн-Пт 09:00-17:00. Коли потрібно позначити інтервал днів (з понеділка до п’ятниці), використовується дефіс, коли окремі дні (понеділок та п’ятниця) — кома. Наприклад, графік прийому у понеділок і п’ятницю з 09:00-17:00 матиме такий вигляд: Пн,Пт 09:00-17:00. Якщо графік змінюється протягом тижня, різні режими необхідно записати через кому. Наприклад: Пн-Чт 08:00-17:20, Пт 08:00-16:00. Якщо оренда відбувається постійно, вказати null або Пн-Нд 00:00-24:00.",string,true
contractValuePeriod,Період нарахування сплати,"Назва календарного періоду, за який нараховується одинична сплата, відповідно до умов договору: Година, День, Тиждень, Місяць, Квартал, Рік. Наприклад: якщо сплата здійснюється кожного місяця, необхідно вказати «Місяць».",string,true
contractValueAmaunt,Сума орендної плати,"Сума орендної плати, що нараховується за кількість одиниць у колонці quantity, протягом періоду з колонки contractValuePeriod. Число вказується без зазначення валюти («грн», «UAH»). Наприклад: 2225.50. Десяткові значення відділяються крапкою або комою. Потрібно дотримуватися одного розділювача для всієї таблиці.",decimal,true
contractValueDescription,Уточнення вартості,"Додаткова інформація про нарахування вартості за договором оренди. У тому числі інформація про знижки, пільги інші умови.",string,false
